Date,debt,dow jones industrial,economy,money,s&p 500
2015-03-15,6.0,0.0,9.0,88.0,1.0
2015-03-16,10.0,1.0,11.0,93.0,1.0
2015-03-17,10.0,1.0,12.0,95.0,1.0
2015-03-18,10.0,1.0,12.0,93.0,1.0
2015-03-19,9.0,1.0,12.0,89.0,1.0
2015-03-20,9.0,1.0,10.0,86.0,1.0
2015-03-21,6.0,0.0,8.0,85.0,1.0
2015-03-22,6.0,0.0,9.0,86.0,1.0
2015-03-23,10.0,1.0,12.0,94.0,1.0
2015-03-24,10.0,1.0,12.0,89.0,1.0
2015-03-25,9.0,1.0,11.0,88.0,1.0
2015-03-26,9.0,2.0,11.0,97.0,2.0
2015-03-27,8.0,1.0,10.0,100.0,1.0
2015-03-28,5.0,0.0,7.0,90.0,0.0
2015-03-29,6.0,0.0,9.0,90.0,0.0
2015-03-30,9.0,1.0,11.0,99.0,1.0
2015-03-31,9.0,1.0,11.0,97.0,1.0
2015-04-01,7.0,1.0,8.0,66.0,1.0
2015-04-02,6.0,1.0,7.0,68.0,1.0
2015-04-03,5.0,1.0,6.0,65.0,1.0
2015-04-04,4.0,0.0,5.0,62.0,0.0
2015-04-05,4.0,0.0,5.0,61.0,0.0
2015-04-06,6.0,1.0,7.0,65.0,1.0
2015-04-07,7.0,1.0,7.0,67.0,1.0
2015-04-08,7.0,1.0,8.0,66.0,1.0
2015-04-09,7.0,1.0,8.0,65.0,1.0
2015-04-10,6.0,1.0,7.0,64.0,1.0
2015-04-11,5.0,0.0,6.0,62.0,0.0
2015-04-12,4.0,0.0,6.0,69.0,0.0
2015-04-13,6.0,1.0,8.0,68.0,1.0
2015-04-14,7.0,1.0,8.0,69.0,1.0
2015-04-15,7.0,1.0,8.0,67.0,1.0
2015-04-16,7.0,1.0,9.0,64.0,1.0
2015-04-17,6.0,1.0,7.0,64.0,1.0
2015-04-18,4.0,0.0,5.0,61.0,0.0
2015-04-19,4.0,0.0,6.0,62.0,0.0
2015-04-20,7.0,1.0,8.0,65.0,1.0
2015-04-21,7.0,1.0,9.0,66.0,1.0
2015-04-22,7.0,1.0,8.0,65.0,1.0
2015-04-23,7.0,1.0,8.0,66.0,1.0
2015-04-24,6.0,1.0,7.0,64.0,1.0
2015-04-25,4.0,0.0,5.0,60.0,0.0
2015-04-26,4.0,0.0,7.0,64.0,0.0
2015-04-27,7.0,1.0,8.0,66.0,1.0
2015-04-28,7.0,1.0,8.0,66.0,1.0
2015-04-29,6.0,1.0,8.0,66.0,1.0
2015-04-30,7.0,1.0,8.0,69.0,1.0
2015-05-01,6.0,1.0,7.0,71.0,1.0
2015-05-02,3.0,0.0,5.0,69.0,0.0
2015-05-03,4.0,0.0,6.0,79.0,0.0
2015-05-04,6.0,1.0,8.0,71.0,1.0
2015-05-05,7.0,1.0,9.0,66.0,1.0
2015-05-06,7.0,1.0,8.0,66.0,1.0
2015-05-07,6.0,1.0,8.0,63.0,1.0
2015-05-08,6.0,1.0,8.0,64.0,1.0
2015-05-09,4.0,0.0,5.0,60.0,0.0
2015-05-10,4.0,0.0,6.0,59.0,0.0
2015-05-11,7.0,1.0,9.0,68.0,1.0
2015-05-12,7.0,1.0,8.0,65.0,1.0
2015-05-13,7.0,1.0,8.0,64.0,1.0
2015-05-14,6.0,1.0,8.0,64.0,1.0
2015-05-15,6.0,1.0,7.0,64.0,1.0
2015-05-16,4.0,0.0,6.0,61.0,0.0
2015-05-17,4.0,0.0,6.0,60.0,0.0
2015-05-18,6.0,1.0,8.0,65.0,1.0
2015-05-19,7.0,1.0,7.0,63.0,1.0
2015-05-20,6.0,1.0,8.0,66.0,1.0
2015-05-21,6.0,1.0,7.0,61.0,1.0
2015-05-22,5.0,1.0,7.0,62.0,1.0
2015-05-23,3.0,0.0,5.0,58.0,0.0
2015-05-24,4.0,0.0,5.0,58.0,0.0
2015-05-25,5.0,0.0,6.0,58.0,0.0
2015-05-26,6.0,1.0,8.0,64.0,1.0
2015-05-27,6.0,1.0,7.0,63.0,1.0
2015-05-28,6.0,1.0,7.0,64.0,1.0
2015-05-29,5.0,1.0,7.0,61.0,1.0
2015-05-30,4.0,0.0,6.0,61.0,0.0
2015-05-31,4.0,0.0,6.0,64.0,0.0
2015-06-01,6.0,1.0,7.0,66.0,1.0
2015-06-02,6.0,1.0,7.0,66.0,1.0
2015-06-03,6.0,1.0,7.0,65.0,1.0
2015-06-04,6.0,1.0,7.0,67.0,1.0
2015-06-05,6.0,1.0,6.0,64.0,1.0
2015-06-06,4.0,0.0,5.0,64.0,0.0
2015-06-07,4.0,0.0,6.0,63.0,0.0
2015-06-08,5.0,1.0,6.0,62.0,0.0
2015-06-09,6.0,1.0,7.0,66.0,1.0
2015-06-10,6.0,1.0,7.0,64.0,1.0
2015-06-11,6.0,1.0,6.0,63.0,1.0
2015-06-12,6.0,1.0,6.0,65.0,1.0
2015-06-13,3.0,0.0,5.0,64.0,0.0
2015-06-14,4.0,0.0,5.0,76.0,0.0
2015-06-15,6.0,1.0,6.0,100.0,1.0
2015-06-16,6.0,1.0,7.0,70.0,1.0
2015-06-17,7.0,1.0,6.0,66.0,0.0
2015-06-18,7.0,1.0,7.0,65.0,1.0
2015-06-19,6.0,1.0,6.0,64.0,1.0
2015-06-20,4.0,0.0,6.0,64.0,0.0
2015-06-21,4.0,0.0,6.0,63.0,0.0
2015-06-22,6.0,1.0,6.0,65.0,1.0
2015-06-23,6.0,1.0,7.0,65.0,1.0
2015-06-24,6.0,1.0,6.0,63.0,1.0
2015-06-25,6.0,1.0,6.0,66.0,1.0
2015-06-26,6.0,1.0,6.0,62.0,0.0
2015-06-27,5.0,0.0,5.0,62.0,0.0
2015-06-28,6.0,0.0,6.0,66.0,0.0
2015-06-29,10.0,1.0,8.0,73.0,1.0
2015-06-30,11.0,2.0,7.0,71.0,1.0
2015-07-01,12.0,1.0,8.0,82.0,1.0
2015-07-02,10.0,2.0,8.0,100.0,1.0
2015-07-03,8.0,1.0,7.0,89.0,0.0
2015-07-04,7.0,0.0,6.0,82.0,0.0
2015-07-05,9.0,0.0,8.0,83.0,0.0
2015-07-06,13.0,2.0,9.0,89.0,1.0
2015-07-07,12.0,1.0,9.0,86.0,1.0
2015-07-08,11.0,2.0,9.0,89.0,1.0
2015-07-09,10.0,1.0,9.0,86.0,1.0
2015-07-10,9.0,1.0,8.0,85.0,1.0
2015-07-11,7.0,0.0,7.0,84.0,0.0
2015-07-12,8.0,0.0,7.0,90.0,0.0
2015-07-13,10.0,1.0,9.0,89.0,1.0
2015-07-14,10.0,1.0,8.0,82.0,1.0
2015-07-15,9.0,1.0,7.0,82.0,1.0
2015-07-16,9.0,1.0,8.0,81.0,1.0
2015-07-17,7.0,1.0,7.0,82.0,1.0
2015-07-18,6.0,0.0,7.0,81.0,0.0
2015-07-19,6.0,0.0,7.0,81.0,0.0
2015-07-20,7.0,1.0,8.0,88.0,1.0
2015-07-21,8.0,1.0,9.0,83.0,1.0
2015-07-22,7.0,1.0,7.0,81.0,1.0
2015-07-23,8.0,1.0,8.0,80.0,1.0
2015-07-24,7.0,1.0,7.0,80.0,1.0
2015-07-25,5.0,0.0,6.0,76.0,0.0
2015-07-26,5.0,0.0,7.0,78.0,0.0
2015-07-27,7.0,1.0,8.0,81.0,1.0
2015-07-28,7.0,1.0,8.0,81.0,1.0
2015-07-29,7.0,1.0,7.0,80.0,1.0
2015-07-30,7.0,1.0,7.0,77.0,1.0
2015-07-31,6.0,1.0,8.0,79.0,1.0
2015-08-01,5.0,0.0,7.0,77.0,0.0
2015-08-02,5.0,0.0,7.0,77.0,0.0
2015-08-03,7.0,1.0,7.0,80.0,1.0
2015-08-04,7.0,1.0,7.0,80.0,1.0
2015-08-05,7.0,1.0,8.0,77.0,1.0
2015-08-06,7.0,1.0,8.0,79.0,1.0
2015-08-07,8.0,1.0,7.0,79.0,1.0
2015-08-08,5.0,0.0,6.0,75.0,0.0
2015-08-09,5.0,0.0,7.0,74.0,0.0
2015-08-10,7.0,1.0,8.0,78.0,1.0
2015-08-11,8.0,1.0,8.0,79.0,1.0
2015-08-12,7.0,2.0,8.0,77.0,1.0
2015-08-13,7.0,1.0,9.0,78.0,1.0
2015-08-14,6.0,1.0,8.0,78.0,1.0
2015-08-15,5.0,0.0,7.0,73.0,0.0
2015-08-16,5.0,0.0,7.0,75.0,0.0
2015-08-17,7.0,1.0,8.0,81.0,1.0
2015-08-18,7.0,1.0,8.0,81.0,1.0
2015-08-19,7.0,1.0,8.0,78.0,1.0
2015-08-20,7.0,2.0,9.0,77.0,1.0
2015-08-21,7.0,4.0,9.0,79.0,2.0
2015-08-22,5.0,1.0,8.0,77.0,1.0
2015-08-23,5.0,0.0,8.0,76.0,1.0
2015-08-24,8.0,7.0,12.0,87.0,4.0
2015-08-25,7.0,5.0,11.0,80.0,3.0
2015-08-26,8.0,5.0,10.0,80.0,3.0
2015-08-27,7.0,4.0,10.0,80.0,2.0
2015-08-28,7.0,3.0,9.0,79.0,2.0
2015-08-29,5.0,1.0,7.0,74.0,1.0
2015-08-30,4.0,1.0,8.0,72.0,0.0
2015-08-31,6.0,3.0,10.0,83.0,1.0
2015-09-01,7.0,4.0,10.0,80.0,2.0
2015-09-02,7.0,4.0,10.0,78.0,2.0
2015-09-03,7.0,3.0,10.0,75.0,2.0
2015-09-04,7.0,4.0,9.0,77.0,1.0
2015-09-05,5.0,1.0,7.0,73.0,1.0
2015-09-06,4.0,0.0,8.0,71.0,0.0
2015-09-07,6.0,0.0,9.0,76.0,0.0
2015-09-08,7.0,3.0,10.0,79.0,2.0
2015-09-09,7.0,3.0,11.0,77.0,1.0
2015-09-10,8.0,3.0,10.0,79.0,1.0
2015-09-11,7.0,3.0,9.0,78.0,1.0
2015-09-12,5.0,1.0,7.0,74.0,0.0
2015-09-13,5.0,0.0,7.0,75.0,0.0
2015-09-14,7.0,2.0,10.0,77.0,1.0
2015-09-15,8.0,2.0,10.0,76.0,1.0
2015-09-16,8.0,2.0,11.0,75.0,1.0
2015-09-17,9.0,2.0,10.0,74.0,1.0
2015-09-18,7.0,2.0,10.0,78.0,1.0
2015-09-19,5.0,0.0,7.0,73.0,0.0
2015-09-20,5.0,0.0,8.0,72.0,0.0
2015-09-21,7.0,1.0,11.0,77.0,1.0
2015-09-22,8.0,2.0,11.0,77.0,1.0
2015-09-23,8.0,2.0,10.0,77.0,1.0
2015-09-24,7.0,2.0,10.0,78.0,1.0
2015-09-25,6.0,2.0,10.0,77.0,1.0
2015-09-26,4.0,1.0,6.0,71.0,0.0
2015-09-27,5.0,0.0,8.0,73.0,0.0
2015-09-28,8.0,2.0,10.0,75.0,1.0
2015-09-29,8.0,2.0,10.0,77.0,1.0
2015-09-30,8.0,2.0,11.0,77.0,1.0
2015-10-01,10.0,2.0,13.0,90.0,1.0
2015-10-02,9.0,2.0,11.0,87.0,1.0
2015-10-03,6.0,1.0,8.0,83.0,1.0
2015-10-04,6.0,0.0,10.0,82.0,0.0
2015-10-05,9.0,2.0,12.0,90.0,1.0
2015-10-06,10.0,2.0,13.0,90.0,2.0
2015-10-07,10.0,2.0,13.0,92.0,2.0
2015-10-08,10.0,2.0,13.0,91.0,2.0
2015-10-09,9.0,2.0,10.0,90.0,1.0
2015-10-10,5.0,0.0,8.0,83.0,1.0
2015-10-11,6.0,0.0,9.0,83.0,0.0
2015-10-12,9.0,1.0,12.0,89.0,1.0
2015-10-13,9.0,2.0,12.0,89.0,2.0
2015-10-14,10.0,1.0,12.0,88.0,1.0
2015-10-15,9.0,2.0,12.0,90.0,1.0
2015-10-16,9.0,1.0,10.0,87.0,1.0
2015-10-17,6.0,0.0,8.0,83.0,0.0
2015-10-18,6.0,0.0,9.0,81.0,0.0
2015-10-19,10.0,1.0,13.0,90.0,1.0
2015-10-20,10.0,1.0,12.0,87.0,1.0
2015-10-21,10.0,1.0,12.0,89.0,1.0
2015-10-22,9.0,1.0,11.0,87.0,1.0
2015-10-23,9.0,2.0,10.0,90.0,2.0
2015-10-24,5.0,0.0,8.0,82.0,1.0
2015-10-25,6.0,0.0,8.0,80.0,0.0
2015-10-26,9.0,2.0,13.0,89.0,1.0
2015-10-27,10.0,1.0,12.0,91.0,1.0
2015-10-28,9.0,2.0,12.0,87.0,1.0
2015-10-29,11.0,2.0,11.0,89.0,1.0
2015-10-30,9.0,1.0,10.0,88.0,1.0
2015-10-31,6.0,0.0,7.0,80.0,0.0
2015-11-01,6.0,0.0,9.0,84.0,0.0
2015-11-02,10.0,1.0,13.0,96.0,1.0
2015-11-03,10.0,2.0,12.0,94.0,1.0
2015-11-04,10.0,2.0,12.0,91.0,1.0
2015-11-05,9.0,2.0,12.0,92.0,1.0
2015-11-06,9.0,2.0,11.0,91.0,1.0
2015-11-07,6.0,0.0,8.0,82.0,1.0
2015-11-08,6.0,0.0,9.0,83.0,0.0
2015-11-09,10.0,1.0,12.0,90.0,1.0
2015-11-10,10.0,1.0,11.0,90.0,1.0
2015-11-11,9.0,1.0,11.0,87.0,1.0
2015-11-12,9.0,2.0,12.0,89.0,1.0
2015-11-13,8.0,2.0,11.0,91.0,1.0
2015-11-14,5.0,0.0,7.0,78.0,1.0
2015-11-15,6.0,0.0,9.0,83.0,0.0
2015-11-16,9.0,2.0,12.0,90.0,1.0
2015-11-17,10.0,2.0,11.0,87.0,1.0
2015-11-18,10.0,1.0,12.0,90.0,1.0
2015-11-19,10.0,2.0,11.0,91.0,1.0
2015-11-20,8.0,1.0,10.0,89.0,1.0
2015-11-21,5.0,1.0,7.0,80.0,0.0
2015-11-22,5.0,0.0,8.0,81.0,0.0
2015-11-23,8.0,2.0,12.0,87.0,1.0
2015-11-24,8.0,2.0,10.0,86.0,1.0
2015-11-25,7.0,1.0,9.0,82.0,1.0
2015-11-26,6.0,0.0,8.0,78.0,1.0
2015-11-27,6.0,1.0,7.0,81.0,1.0
2015-11-28,5.0,0.0,7.0,83.0,0.0
2015-11-29,6.0,0.0,9.0,83.0,0.0
2015-11-30,9.0,1.0,11.0,91.0,1.0
2015-12-01,10.0,1.0,12.0,92.0,1.0
2015-12-02,10.0,2.0,12.0,93.0,1.0
2015-12-03,9.0,2.0,11.0,93.0,1.0
2015-12-04,8.0,2.0,10.0,90.0,1.0
2015-12-05,6.0,0.0,8.0,85.0,0.0
2015-12-06,6.0,0.0,8.0,83.0,0.0
2015-12-07,9.0,1.0,12.0,91.0,1.0
2015-12-08,10.0,2.0,13.0,94.0,1.0
2015-12-09,10.0,2.0,12.0,95.0,1.0
2015-12-10,10.0,2.0,12.0,91.0,1.0
2015-12-11,9.0,2.0,11.0,91.0,1.0
2015-12-12,6.0,1.0,8.0,84.0,1.0
2015-12-13,6.0,0.0,8.0,83.0,0.0
2015-12-14,9.0,2.0,11.0,93.0,1.0
2015-12-15,10.0,2.0,12.0,97.0,2.0
2015-12-16,9.0,2.0,11.0,96.0,1.0
2015-12-17,9.0,2.0,10.0,97.0,1.0
2015-12-18,8.0,2.0,8.0,94.0,1.0
2015-12-19,6.0,1.0,7.0,89.0,1.0
2015-12-20,5.0,0.0,7.0,85.0,1.0
2015-12-21,7.0,2.0,8.0,91.0,1.0
2015-12-22,7.0,2.0,8.0,91.0,1.0
2015-12-23,6.0,2.0,7.0,92.0,1.0
2015-12-24,5.0,1.0,6.0,90.0,1.0
2015-12-25,4.0,0.0,5.0,82.0,0.0
2015-12-26,4.0,0.0,6.0,87.0,0.0
2015-12-27,5.0,0.0,7.0,92.0,0.0
2015-12-28,6.0,1.0,7.0,95.0,1.0
2015-12-29,7.0,1.0,8.0,95.0,1.0
2015-12-30,8.0,1.0,8.0,96.0,1.0
2015-12-31,6.0,2.0,7.0,100.0,1.0
